"Date","Price","Open","High","Low","Vol.","Change %"
"05/02/2021","6,385.51","6,285.51","6,390.04","6,238.79","384.19M","1.85%"
"04/25/2021","6,269.48","6,256.04","6,352.36","6,240.99","358.73M","0.18%"
"04/18/2021","6,257.94","6,294.74","6,319.08","6,154.03","363.29M","-0.46%"
"04/11/2021","6,287.07","6,167.32","6,299.56","6,151.52","357.99M","1.91%"
"04/04/2021","6,169.41","6,155.22","6,188.48","6,118.91","267.40M","1.09%"
"03/28/2021","6,102.96","5,995.00","6,106.12","5,985.36","305.26M","1.91%"
"03/21/2021","5,988.81","5,960.85","6,002.95","5,886.00","386.38M","-0.15%"
"03/14/2021","5,997.96","6,069.09","6,089.20","5,983.61","548.12M","-0.80%"
"03/07/2021","6,046.55","5,822.92","6,046.55","5,799.05","443.18M","4.56%"
"02/28/2021","5,782.65","5,770.89","5,871.43","5,755.60","449.93M","1.39%"
"02/21/2021","5,703.22","5,737.47","5,834.36","5,688.26","486.03M","-1.22%"
"02/14/2021","5,773.55","5,732.30","5,801.38","5,720.58","445.83M","1.23%"
"02/07/2021","5,703.67","5,688.68","5,719.32","5,627.99","391.63M","0.78%"
"01/31/2021","5,659.26","5,441.43","5,673.03","5,429.78","423.37M","4.82%"
"01/24/2021","5,399.21","5,579.73","5,584.40","5,379.22","533.10M","-2.88%"
"01/17/2021","5,559.57","5,584.85","5,665.98","5,511.44","407.23M","-0.93%"
"01/10/2021","5,611.69","5,684.66","5,704.09","5,563.74","492.32M","-1.67%"
"01/03/2021","5,706.88","5,614.04","5,721.89","5,530.48","457.58M","2.80%"
"12/27/2020","5,551.41","5,562.04","5,625.60","5,547.90","146.18M","0.53%"
"12/20/2020","5,522.01","5,392.55","5,545.71","5,306.58","261.38M","-0.11%"
"12/13/2020","5,527.84","5,547.30","5,589.76","5,515.50","517.59M","0.37%"
"12/06/2020","5,507.55","5,594.50","5,599.41","5,466.56","446.29M","-1.81%"
"11/29/2020","5,609.15","5,564.16","5,616.62","5,518.55","537.28M","0.20%"
"11/22/2020","5,598.18","5,543.83","5,612.76","5,492.15","484.94M","1.86%"
"11/15/2020","5,495.89","5,430.57","5,524.25","5,402.31","514.78M","2.15%"
"11/08/2020","5,380.16","5,036.92","5,462.95","5,021.33","772.38M","8.45%"
"11/01/2020","4,960.88","4,614.95","4,998.19","4,581.86","515.17M","7.98%"
"10/25/2020","4,594.24","4,844.64","4,896.47","4,512.57","584.86M","-6.42%"
"10/18/2020","4,909.64","4,955.39","4,993.39","4,783.65","381.73M","-0.53%"
"10/11/2020","4,935.86","4,952.47","4,998.51","4,808.58","436.25M","-0.22%"
"10/04/2020","4,946.81","4,863.63","4,954.02","4,842.26","412.51M","2.53%"
"09/27/2020","4,824.88","4,806.14","4,871.83","4,757.22","437.79M","2.01%"
"09/20/2020","4,729.66","4,949.76","4,949.76","4,666.26","503.55M","-4.99%"
"09/13/2020","4,978.18","5,071.87","5,091.52","4,978.18","583.29M","-1.11%"
"09/06/2020","5,034.14","4,979.87","5,064.64","4,935.38","374.87M","1.39%"
"08/30/2020","4,965.07","5,041.34","5,131.39","4,892.83","477.96M","-0.76%"
"08/23/2020","5,002.94","4,948.71","5,073.61","4,948.71","320.88M","2.18%"
"08/16/2020","4,896.33","4,972.59","5,001.29","4,839.08","304.72M","-1.34%"
"08/09/2020","4,962.93","4,905.27","5,096.53","4,878.58","360.72M","1.50%"
"08/02/2020","4,889.52","4,797.06","4,954.60","4,763.60","408.92M","2.21%"
"07/26/2020","4,783.69","4,944.30","4,978.50","4,783.69","495.10M","-3.49%"
"07/19/2020","4,956.43","5,058.48","5,172.98","4,925.41","382.71M","-2.23%"
"07/12/2020","5,069.42","5,026.20","5,145.33","4,941.73","408.60M","1.99%"
"07/05/2020","4,970.48","5,112.50","5,121.72","4,882.50","409.87M","-0.73%"
"06/28/2020","5,007.14","4,887.23","5,072.71","4,851.37","468.75M","1.99%"
"06/21/2020","4,909.64","4,928.01","5,046.31","4,795.05","466.67M","-1.40%"
